OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,NaturalGasAvailabe,SteamAvailabe
1,NonResidential,Hotel,DOWNTOWN,47.6122,-122.33799,1927,1.0,12,88434,0,88434,Hotel,88434.0,,,,,60.0,7456910.0,False,Compliant,,249.98,True,True
2,NonResidential,Hotel,DOWNTOWN,47.61317,-122.33393,1996,1.0,11,103566,15064,88502,Hotel,83880.0,Parking,15064.0,Restaurant,4622.0,61.0,8664479.0,False,Compliant,,295.86,True,False
3,NonResidential,Hotel,DOWNTOWN,47.61393,-122.3381,1969,1.0,41,956110,196718,759392,Hotel,756493.0,,,,,43.0,73937112.0,False,Compliant,,2089.28,True,True
5,NonResidential,Hotel,DOWNTOWN,47.61412,-122.33664,1926,1.0,10,61320,0,61320,Hotel,61320.0,,,,,56.0,6946800.5,False,Compliant,,286.43,True,True
8,NonResidential,Hotel,DOWNTOWN,47.61375,-122.34047,1980,1.0,18,175580,62000,113580,Hotel,123445.0,Parking,68009.0,Swimming Pool,0.0,75.0,14656503.0,False,Compliant,,505.01,True,False
9,Nonresidential COS,Other,DOWNTOWN,47.61623,-122.33657,1999,1.0,2,97288,37198,60090,Police Station,88830.0,,,,,,12581712.0,False,Compliant,,301.81,True,False
10,NonResidential,Hotel,DOWNTOWN,47.6139,-122.33283,1926,1.0,11,83008,0,83008,Hotel,81352.0,,,,,27.0,6062767.5,False,Compliant,,176.14,True,False
11,NonResidential,Other,DOWNTOWN,47.61327,-122.33136,1926,1.0,8,102761,0,102761,Other - Entertainment/Public Assembly,102761.0,,,,,,7067881.5,False,Compliant,,221.51,True,True
12,NonResidential,Hotel,DOWNTOWN,47.60294,-122.33263,1904,1.0,15,163984,0,163984,Hotel,163984.0,,,,,43.0,14194054.0,False,Compliant,,392.16,True,False
13,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.60284,-122.33184,1910,1.0,6,63712,1496,62216,Multifamily Housing,56132.0,,,,,1.0,4807679.5,False,Compliant,,151.12,True,True
15,NonResidential,Hotel,DOWNTOWN,47.60695,-122.33414,1969,1.0,11,153163,19279,133884,Hotel,133884.0,,,,,30.0,16646930.0,False,Compliant,,691.26,True,True
16,NonResidential,Hotel,DOWNTOWN,47.60713,-122.33323,1998,1.0,25,333176,61161,272015,Hotel,336640.0,,,,,36.0,27070114.0,False,Compliant,,740.97,True,True
17,NonResidential,Hotel,DOWNTOWN,47.60699,-122.33346,1928,1.0,9,65009,0,65009,Hotel,65009.0,,,,,48.0,6358719.5,False,Compliant,,328.23,True,True
18,NonResidential,Hotel,DOWNTOWN,47.60809,-122.33212,1980,1.0,33,315952,57600,258352,Hotel,295511.0,Parking,57600.0,,,58.0,22524948.0,False,Compliant,,648.62,True,True
19,NonResidential,Hotel,DOWNTOWN,47.60755,-122.33244,1922,1.0,11,92190,25200,66990,Hotel,67390.0,Parking,25200.0,,,35.0,11179203.0,False,Compliant,,511.39,True,True
21,Nonresidential COS,Other,DOWNTOWN,47.60649,-122.33297,2004,1.0,11,412000,57000,355000,Library,364913.0,Parking,49000.0,Data Center,1074.0,,18706912.0,False,Compliant,,181.38,False,True
22,NonResidential,Other,DOWNTOWN,47.60546,-122.33279,1930,1.0,6,103911,0,103911,Fitness Center/Health Club/Gym,90000.0,Office,40000.0,Swimming Pool,0.0,,10192124.0,False,Compliant,,433.86,True,True
23,NonResidential,Hotel,DOWNTOWN,47.60681,-122.33078,1983,1.0,28,416281,85000,331281,Hotel,348329.0,Parking,85000.0,,,31.0,34351920.0,False,Compliant,,802.89,True,False
24,NonResidential,Mixed Use Property,DOWNTOWN,47.60515,-122.33159,1907,1.0,5,57452,0,57452,Social/Meeting Hall,16442.0,Restaurant,15505.0,Office,9741.0,,7877219.0,False,Compliant,,273.02,True,True
25,NonResidential,Hotel,DOWNTOWN,47.60376,-122.33194,1916,1.0,10,104352,0,104352,Hotel,104352.0,,,,,39.0,10154608.0,False,Compliant,,349.32,True,True
26,NonResidential,Other,DOWNTOWN,47.60265,-122.33051,1916,1.0,10,540360,0,540360,Courthouse,537150.0,,,,,76.0,47023088.0,False,Compliant,,1265.29,True,False
27,NonResidential,Other,DOWNTOWN,47.60378,-122.32842,1985,1.0,19,385274,0,385274,Other,385274.0,,,,,,49539212.0,False,Compliant,,1699.45,True,False
28,SPS-District K-12,K-12 School,SOUTHEAST,47.54576,-122.26853,1961,1.0,2,56228,0,56228,K-12 School,58916.0,,,,,95.0,1713623.5,True,Error - Correct Default Data,,38.53,True,False
29,NonResidential,Hotel,NORTHEAST,47.65959,-122.31755,2001,1.0,6,88592,30586,58006,Hotel,58006.0,Parking,30586.0,,,84.0,3673186.75,False,Compliant,,90.01,True,False
30,NonResidential,University,DOWNTOWN,47.61816,-122.33629,1928,1.0,7,126593,0,126593,College/University,125000.0,,,,,,12183313.0,False,Compliant,,388.04,True,False
31,NonResidential,Other,DOWNTOWN,47.615,-122.33081,1930,1.0,2,67224,0,67224,Automobile Dealership,67224.0,,,,,,1310236.625,False,Compliant,,9.13,False,False
32,NonResidential,Hotel,EAST,47.61301,-122.32929,1991,1.0,8,158676,30301,128375,Hotel,112676.0,Parking,42000.0,Retail Store,4500.0,,5424942.0,False,Compliant,,256.57,True,False
33,NonResidential,Hotel,DOWNTOWN,47.61784,-122.32966,2001,1.0,10,171866,38281,133585,Hotel,128909.0,,,,,57.0,11171407.0,False,Compliant,,328.63,True,False
34,SPS-District K-12,K-12 School,CENTRAL,47.62266,-122.30547,1955,1.0,1,126351,0,126351,K-12 School,126351.0,,,,,,0.0,False,Missing Data,,0.0,False,False
35,NonResidential,Hotel,DOWNTOWN,47.61558,-122.34186,1978,1.0,5,68410,16200,52210,Hotel,47994.0,,,,,57.0,4557974.0,False,Compliant,,128.44,True,False
36,SPS-District K-12,K-12 School,NORTH,47.70994,-122.29301,1949,1.0,2,160645,0,160645,K-12 School,164229.0,,,,,75.0,7800349.5,True,Error - Correct Default Data,,270.18,True,False
37,SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1989,1.0,2,51582,0,51582,K-12 School,55166.0,,,,,,0.0,False,Missing Data,,10.43,False,False
38,NonResidential,Small- and Mid-Sized Office,LAKE UNION,47.6641,-122.33118,1906,1.0,3,87262,0,87262,Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,4703690.0,False,Compliant,,157.77,True,False
40,NonResidential,Hotel,NORTHEAST,47.66583,-122.29965,1994,1.0,4,81871,0,81871,Hotel,81871.0,,,,,29.0,6731281.5,False,Compliant,,215.0,True,False
41,NonResidential,Self-Storage Facility,NORTHEAST,47.66172,-122.29598,1955,1.0,2,110356,0,110356,Self-Storage Facility,26225.0,,,,,,326223.0938,False,Compliant,,3.93,True,False
43,Campus,Mixed Use Property,GREATER DUWAMISH,47.53493,-122.31788,1992,1.0,3,494835,0,494835,Office,757027.0,Laboratory,639931.0,Non-Refrigerated Warehouse,459748.0,8.0,471613856.0,False,Compliant,,16870.98,True,False
46,NonResidential,Warehouse,GREATER DUWAMISH,47.51138,-122.28875,1961,3.0,2,714095,0,714095,Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,,44110016.0,False,Compliant,,311.84,False,False
50,SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,1.0,2,54986,0,54986,K-12 School,54986.0,,,,,97.0,1802471.375,False,Compliant,,31.47,True,False
51,SPS-District K-12,K-12 School,NORTHEAST,47.68252,-122.29498,1950,1.0,2,175565,0,175565,K-12 School,182861.0,,,,,88.0,7329817.5,True,Error - Correct Default Data,,266.05,True,False
52,NonResidential,Small- and Mid-Sized Office,BALLARD,47.66587,-122.38476,1961,1.0,2,94900,0,94900,Office,55586.0,Non-Refrigerated Warehouse,39314.0,,,57.0,6536359.5,False,Compliant,,130.56,True,False
53,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,47.58034,-122.31132,1900,1.0,2,52554,0,52554,Office,51029.0,Other - Education,7849.0,,,83.0,3150635.5,False,Compliant,,83.86,True,False
54,NonResidential,K-12 School,NORTHWEST,47.68891,-122.33553,1954,1.0,3,175015,0,175015,K-12 School,175015.0,,,,,95.0,7886505.5,False,Compliant,,247.85,True,False
55,NonResidential,Self-Storage Facility,DOWNTOWN,47.61351,-122.35129,1911,1.0,3,70586,0,70586,Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,,2331573.25,False,Compliant,,45.43,True,False
56,NonResidential,Hotel,DOWNTOWN,47.60946,-122.33337,1969,1.0,24,332210,205970,126240,Hotel,348630.0,,,,,67.0,16163194.0,False,Compliant,,295.33,True,False
57,NonResidential,Large Office,DOWNTOWN,47.6113,-122.33659,1973,1.0,5,168115,0,168115,Office,103362.0,Retail Store,65676.0,Data Center,493.0,78.0,9536161.0,False,Compliant,,66.48,False,False
58,NonResidential,Other,DOWNTOWN,47.61076,-122.33765,1920,1.0,2,57428,0,57428,Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,1239429.75,False,Compliant,,33.26,True,False
59,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,47.61048,-122.33794,1910,1.0,8,59400,0,59400,Office,34947.0,Retail Store,4993.0,,,14.0,5242479.5,False,Compliant,,35.36,False,False
60,NonResidential,Mixed Use Property,DOWNTOWN,47.60886,-122.33744,1926,1.0,2,52549,0,52549,Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,15683742.0,False,Compliant,,584.31,True,False
62,NonResidential,Hotel,DOWNTOWN,47.61233,-122.33432,1930,1.0,20,98634,10043,88591,Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,71.0,5078816.0,False,Compliant,,59.19,True,False
63,NonResidential,Hotel,DOWNTOWN,47.61087,-122.33339,1982,1.0,34,994212,146694,847518,Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,63.0,82318072.0,False,Compliant,,2451.58,True,True
65,NonResidential,Hotel,DOWNTOWN,47.60997,-122.34138,1985,1.0,7,71150,0,71150,Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,98.0,5348309.0,False,Compliant,,134.38,True,False
66,NonResidential,Hotel,DOWNTOWN,47.61155,-122.34114,1908,1.0,7,122810,0,122810,Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,99.0,6088417.5,False,Compliant,,227.18,True,False
67,NonResidential,Hotel,LAKE UNION,47.61986,-122.34413,1959,1.0,5,113173,42546,70627,Hotel,70627.0,Parking,42546.0,,,86.0,5428403.5,False,Compliant,,144.79,True,False
68,NonResidential,Hotel,LAKE UNION,47.62001,-122.34274,2000,1.0,7,150453,34735,115718,Hotel,107547.0,Restaurant,3000.0,,,84.0,6835263.5,False,Compliant,,199.95,True,False
69,NonResidential,Hotel,LAKE UNION,47.62025,-122.34314,1997,1.0,6,116300,28200,88100,Hotel,88490.0,Parking,28300.0,,,80.0,5941927.0,False,Compliant,,162.39,True,False
70,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1.0,6,155602,36744,118858,Hotel,155602.0,,,,,81.0,6849826.5,False,Compliant,,152.76,True,False
73,NonResidential,K-12 School,EAST,47.63442,-122.30793,1911,1.0,3,56072,0,56072,K-12 School,56072.0,,,,,76.0,3800842.5,False,Compliant,,146.34,True,False
77,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456000000002,1999,1.0,4,122942,44891,78051,Hotel,78051.0,Parking,44891.0,,,94.0,5387530.0,False,Compliant,,171.64,True,False
82,NonResidential,Small- and Mid-Sized Office,CENTRAL,47.60823,-122.30956,1962,1.0,2,54984,0,54984,Office,54984.0,,,,,71.0,3630147.25,False,Compliant,,87.98,True,False
84,NonResidential,Senior Care Community,SOUTHWEST,47.55837,-122.37751000000002,1922,1.0,5,217603,0,217603,Senior Care Community,296313.0,Parking,0.0,,,54.0,45547252.0,False,Compliant,,1727.11,True,False
85,NonResidential,Senior Care Community,NORTHWEST,47.72426,-122.35599,1970,1.0,2,93397,0,93397,Senior Care Community,93397.0,,,,,1.0,16959754.0,False,Compliant,,609.1,True,False
86,NonResidential,Hotel,LAKE UNION,47.61988,-122.33211,2008,1.0,6,84103,20732,63371,Hotel,63371.0,Parking,20732.0,,,74.0,3787499.0,False,Compliant,,67.06,True,False
87,SPS-District K-12,K-12 School,SOUTHWEST,47.5097,-122.37758999999998,1948,1.0,2,53352,0,53352,K-12 School,65568.0,,,,,,0.0,False,Missing Data,,4.19,False,False
89,NonResidential,Medical Office,EAST,47.61244,-122.3214,1965,0.0,3,179014,0,179014,Medical Office,179014.0,,,,,48.0,16527711.0,False,Compliant,,430.84,True,False
95,NonResidential,Hotel,EAST,47.60898,-122.32693,1908,1.0,7,76631,0,76631,Hotel,76631.0,,,,,71.0,7250730.5,False,Compliant,,262.75,True,False
96,NonResidential,Mixed Use Property,EAST,47.60845,-122.32637,1983,1.0,6,99780,9341,90439,Medical Office,40174.0,Parking,20868.0,Office,17020.0,,15684371.0,False,Compliant,,481.97,False,True
98,NonResidential,Retail Store,LAKE UNION,47.62237,-122.33805,1929,1.0,2,58320,0,58320,Retail Store,72072.0,,,,,96.0,1243027.75,False,Compliant,,39.06,True,False
100,NonResidential,Large Office,LAKE UNION,47.62424,-122.33646,2010,1.0,5,316306,0,316306,Office,261826.0,Parking,150726.0,Other,15139.0,96.0,13909270.0,False,Compliant,,138.85,True,False
102,NonResidential,Hotel,LAKE UNION,47.62642,-122.33325,1990,1.0,7,282863,44766,238097,Hotel,235788.0,Parking,51537.0,,,37.0,20194606.0,False,Compliant,,526.85,True,False
103,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,389000,0,389000,Other,368000.0,,,,,,23736924.0,False,Compliant,,607.41,True,True
104,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,91213,0,91213,Other,65000.0,,,,,,8181881.0,False,Compliant,,344.2,False,True
106,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1.0,5,396085,0,396085,Other,278500.0,,,,,,21257836.0,False,Compliant,,804.2,False,True
107,NonResidential,Large Office,LAKE UNION,47.62112,-122.33629,2010,1.0,12,571329,0,571329,Office,598801.0,Parking,310699.0,Other,26203.0,91.0,40153432.0,False,Compliant,,617.52,True,False
110,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1.0,2,52000,0,52000,Other,52000.0,,,,,,2682242.75,False,Compliant,,101.83,False,True
111,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1.0,1,60696,0,60696,Other,108000.0,,,,,,875943.3125,False,Compliant,,6.11,False,False
112,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1.0,2,262048,0,262048,Other,296000.0,,,,,,20823520.0,False,Compliant,,490.73,False,True
113,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,0.0,2,66240,2352,63888,Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,4192107.75,False,Compliant,,29.04,False,False
114,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,47.62419000000001,-122.34443,2010,1.0,6,920598,303707,616891,Office,729584.0,Parking,185014.0,Other,6000.0,93.0,38105108.0,False,Compliant,,674.09,True,False
115,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1.0,4,76213,25930,50283,Office,48546.0,Parking,21454.0,Other,2406.0,68.0,3647345.75,False,Compliant,,48.76,True,False
116,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1.0,6,96910,36934,59976,Hotel,59976.0,Parking,36934.0,,,56.0,5274523.0,False,Compliant,,152.14,True,False
117,NonResidential,Hotel,NORTHEAST,47.65772,-122.31756,1962,2.0,4,50017,0,50017,Hotel,50017.0,Swimming Pool,0.0,,,53.0,5528580.5,False,Compliant,,191.2,True,False
118,SPS-District K-12,K-12 School,DELRIDGE,47.5636,-122.358,1999,1.0,3,74468,0,74468,K-12 School,75364.0,,,,,,0.0,False,Missing Data,,11.84,False,False
119,NonResidential,K-12 School,EAST,47.62548,-122.30828,1923,1.0,3,67743,0,67743,K-12 School,67743.0,,,,,34.0,3036464.0,False,Compliant,,78.85,True,False
120,NonResidential,K-12 School,EAST,47.62644,-122.30429,1908,1.0,6,194104,0,194104,K-12 School,194104.0,,,,,100.0,7204080.0,False,Compliant,,243.23,True,False
121,NonResidential,Small- and Mid-Sized Office,SOUTHEAST,47.58408,-122.30125,2003,1.0,3,99433,35752,63681,Office,63681.0,Parking,35752.0,,,63.0,4980737.5,False,Compliant,,34.14,False,False
122,SPS-District K-12,K-12 School,SOUTHEAST,47.57324000000001,-122.29058,1991,1.0,2,58933,0,58933,K-12 School,60725.0,,,,,,0.0,False,Missing Data,,16.36,False,False
125,SPS-District K-12,K-12 School,GREATER DUWAMISH,47.56413,-122.31208,1957,1.0,1,130862,0,130862,K-12 School,134446.0,,,,,61.0,7300977.5,True,Error - Correct Default Data,,238.48,True,False
127,SPS-District K-12,K-12 School,SOUTHEAST,47.55478,-122.27596,1989,1.0,3,59955,0,59955,K-12 School,59955.0,,,,,93.0,1749171.25,True,Error - Correct Default Data,,20.48,True,False
130,SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1.0,2,93218,0,93218,K-12 School,93218.0,,,,,86.0,3216155.0,True,Error - Correct Default Data,,84.75,True,False
131,NonResidential,Other,NORTHEAST,47.67524,-122.31534,1941,1.0,4,56521,0,56521,Other,49000.0,,,,,,6367210.0,False,Compliant,,44.32,False,False
132,NonResidential,Other,NORTHEAST,47.67559,-122.31768999999998,1929,1.0,2,206934,0,206934,Other,119146.0,Parking,0.0,,,,4384625.5,False,Compliant,,133.58,True,False
136,NonResidential,Hotel,NORTHWEST,47.73141,-122.3458,2001,1.0,4,51390,0,51390,Hotel,51390.0,Parking,0.0,,,89.0,3616214.0,False,Compliant,,127.29,True,False
137,SPS-District K-12,K-12 School,NORTHWEST,47.72463,-122.35315,1963,1.0,2,131013,0,131013,K-12 School,131909.0,,,,,88.0,4290831.5,True,Error - Correct Default Data,,124.92,True,False
138,SPS-District K-12,K-12 School,NORTHWEST,47.7257,-122.33684,1959,1.0,1,245587,0,245587,K-12 School,245587.0,,,,,92.0,12870916.0,False,Compliant,,443.73,True,False
139,NonResidential,Hotel,NORTHWEST,47.72551,-122.3423,2002,1.0,3,69138,0,69138,Hotel,70609.0,,,,,78.0,3323400.5,False,Compliant,,89.02,True,False
140,SPS-District K-12,K-12 School,LAKE UNION,47.65464,-122.34912,1991,1.0,3,66588,0,66588,K-12 School,66588.0,,,,,,0.0,False,Missing Data,,14.67,False,False
144,NonResidential,Hotel,DOWNTOWN,47.6048,-122.3368,1904,1.0,5,190980,0,190980,Hotel,190980.0,Parking,19051.0,,,98.0,6505995.0,False,Compliant,,142.39,True,False
145,Nonresidential COS,Other,DOWNTOWN,47.60804,-122.3367,1998,1.0,6,284100,0,284100,Other - Entertainment/Public Assembly,189750.0,,,,,,14881950.0,False,Compliant,,429.12,True,True
147,NonResidential,Hospital,BALLARD,47.66737,-122.37956,1954,4.0,5,285333,0,285333,Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,14.0,47602720.0,False,Compliant,,1990.5,True,False
148,SPS-District K-12,K-12 School,BALLARD,47.6706,-122.36225,1991,1.0,2,55513,0,55513,K-12 School,59097.0,,,,,93.0,1598852.625,True,Error - Correct Default Data,,10.55,False,False
163,Nonresidential COS,Other,DOWNTOWN,47.60112,-122.32785,2006,1.0,4,61156,0,61156,Other,42755.0,Office,29219.0,,,,9550716.0,False,Compliant,,176.75,True,False
167,NonResidential,Other,DOWNTOWN,47.59809,-122.32283,1910,1.0,4,72820,13820,59000,Museum,58000.0,,,,,,2095175.25,False,Compliant,,46.26,True,False
168,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996,1.0,4,162222,14200,148022,Hotel,113702.0,Parking,32692.0,,,76.0,8016521.0,False,Compliant,,228.4,True,False
169,SPS-District K-12,K-12 School,SOUTHEAST,47.57589,-122.29365,1990,1.0,4,289588,0,289588,K-12 School,289588.0,,,,,90.0,9542598.0,True,Error - Correct Default Data,,170.84,True,False
170,NonResidential,University,EAST,47.61495,-122.32177,1915,1.0,3,63330,0,63330,College/University,64820.0,,,,,,3284214.5,False,Compliant,,74.33,True,False
172,Campus,University,DELRIDGE,47.547,-122.35307,1970,27.0,2,441071,0,441071,College/University,483000.0,,,,,,41151732.0,False,Compliant,,866.23,True,False
173,NonResidential,Small- and Mid-Sized Office,NORTHEAST,47.67828,-122.26456,2002,1.0,2,96300,0,96300,Office,92300.0,Data Center,4944.0,,,,16274449.0,False,Compliant,,222.02,True,False
174,Nonresidential COS,Other,GREATER DUWAMISH,47.59545,-122.32146000000002,1950,1.0,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,,8086930.5,False,Compliant,,204.08,True,False
175,SPS-District K-12,K-12 School,CENTRAL,47.60598,-122.30156,2008,1.0,3,254523,0,254523,K-12 School,254523.0,,,,,60.0,14810159.0,True,Error - Correct Default Data,,359.09,True,False
176,SPS-District K-12,K-12 School,SOUTHEAST,47.51482,-122.25864,2001,1.0,3,78804,0,78804,K-12 School,78804.0,,,,,92.0,2677620.75,True,Error - Correct Default Data,,56.82,True,False
177,SPS-District K-12,K-12 School,CENTRAL,47.61224,-122.29087,2002,1.0,3,66994,0,66994,K-12 School,66994.0,,,,,79.0,2579774.5,True,Error - Correct Default Data,,41.74,True,False
178,SPS-District K-12,K-12 School,GREATER DUWAMISH,47.52915,-122.28904,2000,1.0,3,98357,0,98357,K-12 School,98357.0,,,,,88.0,3783580.25,True,Error - Correct Default Data,,94.64,True,False
179,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,47.53827,-122.28406,1958,1.0,1,54765,0,54765,Office,25765.0,Other,25000.0,,,,4503671.5,False,Compliant,,61.21,True,False
180,NonResidential,Other,GREATER DUWAMISH,47.53722,-122.284,2009,1.0,5,89821,0,89821,Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,,2220796.5,False,Compliant,,100.46,True,False
182,NonResidential,University,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980,1.0,2,52611,0,52611,College/University,52611.0,,,,,,4390158.0,False,Compliant,,104.26,True,False
183,NonResidential,Residence Hall,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001,1.0,4,139600,37500,102100,Residence Hall/Dormitory,135520.0,,,,,89.0,4800620.5,False,Compliant,,129.39,True,False
185,SPS-District K-12,K-12 School,NORTH,47.70763,-122.29453,2011,1.0,2,236758,0,236758,K-12 School,238550.0,Parking,0.0,,,96.0,9287467.0,False,Compliant,,222.78,True,False
187,NonResidential,Other,CENTRAL,47.60462,-122.31549,1971,3.0,6,250981,0,250981,Other,137565.0,Courthouse,78357.0,,,,14196194.0,False,Compliant,,422.39,True,True
189,SPS-District K-12,K-12 School,NORTHWEST,47.68725,-122.35996000000002,2002,1.0,3,62526,0,62526,K-12 School,62526.0,,,,,96.0,2192411.0,True,Error - Correct Default Data,,54.07,True,False
338,NonResidential,Other,DOWNTOWN,47.61598,-122.33448,2004,1.0,11,299070,68432,230638,Other,250000.0,,,,,,66000296.0,False,Compliant,,2055.82,True,False
190,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,47.536,-122.31768,2007,1.0,3,64015,0,64015,Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,21.0,3375016.25,False,Compliant,,49.58,True,False
194,NonResidential,Retail Store,NORTH,47.70759,-122.3255,1951,1.0,1,530039,0,530039,Retail Store,505103.0,Restaurant,24936.0,,,98.0,28763498.0,False,Compliant,,723.47,True,False
195,NonResidential,Other,NORTH,47.7066,-122.321,1964,1.0,3,54224,0,54224,Other/Specialty Hospital,47012.0,,,,,,7668810.0,False,Compliant,,231.53,True,False
197,NonResidential,Retail Store,NORTH,47.70619,-122.32586,1965,1.0,4,124342,0,124342,Retail Store,122000.0,,,,,76.0,8729918.0,False,Compliant,,66.3,True,False
198,NonResidential,Hospital,NORTHEAST,47.66231,-122.28146,1953,6.0,10,879000,0,879000,Hospital (General Medical & Surgical),879000.0,,,,,10.0,257764208.0,False,Compliant,,8145.52,True,False
200,NonResidential,Other,NORTHWEST,47.70956,-122.3345,1996,1.0,3,55442,0,55442,Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,72.0,3313397.0,False,Compliant,,83.7,True,False
205,SPS-District K-12,K-12 School,BALLARD,47.67661,-122.37489,1999,1.0,2,242795,0,242795,K-12 School,242795.0,,,,,80.0,9708318.0,True,Error - Correct Default Data,,123.71,True,False
209,NonResidential,Self-Storage Facility,EAST,47.61233,-122.3171,1910,1.0,5,84870,0,84870,Self-Storage Facility,85521.0,,,,,,1617801.25,False,Compliant,,51.11,True,False
211,Campus,University,NORTHWEST,47.69936,-122.33401,1970,11.0,2,694072,111625,582447,College/University,667335.0,,,,,,37410800.0,False,Compliant,,362.82,True,False
212,SPS-District K-12,K-12 School,SOUTHEAST,47.54632,-122.28198,1952,1.0,2,173185,0,173185,K-12 School,173185.0,,,,,79.0,7034167.5,True,Error - Correct Default Data,,242.36,True,False
214,SPS-District K-12,K-12 School,DELRIDGE,47.54862,-122.36214,1963,1.0,1,145341,0,145341,K-12 School,139069.0,,,,,75.0,6337972.0,True,Error - Correct Default Data,,206.01,True,False
215,NonResidential,Warehouse,GREATER DUWAMISH,47.55152,-122.31869,1904,1.0,4,114297,0,114297,Non-Refrigerated Warehouse,114297.0,,,,,61.0,2415462.5,False,Compliant,,69.44,True,False
216,SPS-District K-12,K-12 School,SOUTHEAST,47.52407,-122.26586,1960,1.0,2,184125,0,184125,K-12 School,184125.0,,,,,86.0,10067991.0,True,Error - Correct Default Data,,328.97,True,False
217,SPS-District K-12,K-12 School,BALLARD,47.69675,-122.3776,1959,1.0,1,160270,0,160270,K-12 School,160270.0,,,,,,0.0,False,Missing Data,,229.38,True,False
220,NonResidential,Warehouse,GREATER DUWAMISH,47.55901,-122.33328,1937,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,234144.0,,,,,87.0,7874958.5,False,Compliant,,297.43,True,False
223,NonResidential,Retail Store,DELRIDGE,47.52254,-122.36627,1966,1.0,1,64984,0,64984,Retail Store,65425.0,,,,,72.0,3016373.5,False,Compliant,,35.78,True,False
224,NonResidential,Retail Store,DELRIDGE,47.52254,-122.36627,1965,1.0,1,67745,0,67745,Retail Store,67782.0,,,,,37.0,9589728.0,False,Compliant,,369.14,True,False
225,SPS-District K-12,K-12 School,DELRIDGE,47.52915,-122.36511000000002,2010,1.0,2,367884,0,367884,K-12 School,367884.0,,,,,97.0,13279344.0,False,Compliant,,272.85,True,False
226,SPS-District K-12,K-12 School,DELRIDGE,47.51778,-122.37073999999998,1958,1.0,1,46797,0,46797,K-12 School,46797.0,,,,,86.0,2380144.5,True,Error - Correct Default Data,,73.47,True,False
