OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,NaturalGasAvailabe,SteamAvailabe
850,SPS-District K-12,K-12 School,CENTRAL,47.6021,-122.29181,1988,1.0,3,55353,0,55353,K-12 School,55353.0,,,,,,0.0,False,Missing Data,,9.99,False,False
851,NonResidential,University,CENTRAL,47.5997,-122.30364,1974,2.0,4,114000,0,114000,College/University,114000.0,,,,,,7575080.0,False,Compliant,,109.71,True,False
854,SPS-District K-12,Other,GREATER DUWAMISH,47.5805,-122.33032,2002,1.0,3,338063,0,338063,Other,180633.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,Restaurant,50000.0,,20862660.0,False,Compliant,,259.49,True,False
857,NonResidential,Warehouse,SOUTHWEST,47.57311,-122.3601,1965,1.0,1,152365,0,152365,Non-Refrigerated Warehouse,149293.0,Office,7858.0,,,88.0,1088167.75,False,Compliant,,13.07,True,False
858,NonResidential,Medical Office,CENTRAL,47.60705,-122.30966,1910,1.0,6,320946,0,320946,Medical Office,236359.0,Laboratory,86298.0,,,57.0,25585012.0,False,Compliant,,189.85,True,False
859,NonResidential,Retail Store,GREATER DUWAMISH,47.54862,-122.32272,1958,1.0,1,74178,0,74178,Retail Store,74178.0,,,,,,5617868.0,False,Compliant,,134.82,True,False
864,NonResidential,Warehouse,NORTH,47.70799,-122.30185,1987,1.0,4,80360,0,80360,Non-Refrigerated Warehouse,80360.0,,,,,96.0,755287.5,False,Compliant,,16.27,True,False
866,SPS-District K-12,K-12 School,SOUTHWEST,47.5795,-122.38723,1950,1.0,1,61183,0,61183,K-12 School,62975.0,,,,,92.0,2789344.0,True,Error - Correct Default Data,,95.54,True,False
867,NonResidential,Supermarket / Grocery Store,EAST,47.61318,-122.32122,1996,1.0,3,119190,0,119190,Supermarket/Grocery Store,46280.0,,,,,71.0,10434333.0,False,Compliant,,267.0,True,False
868,NonResidential,Other,GREATER DUWAMISH,47.59394,-122.32452,2008,1.0,2,51856,0,51856,Automobile Dealership,48103.0,Office,3753.0,,,,1935438.625,False,Compliant,,13.51,False,False
1280,NonResidential,Mixed Use Property,GREATER DUWAMISH,47.58718,-122.33467,1921,1.0,3,66138,12586,53552,Office,26044.0,Manufacturing/Industrial Plant,13884.0,Parking,13858.0,3.0,7070998.5,False,Compliant,,49.29,False,False
1281,NonResidential,Large Office,NORTHEAST,47.66181,-122.31231,1960,1.0,3,113944,48510,65434,Office,65434.0,,,,,1.0,17877436.0,False,Compliant,,128.73,True,False
19440,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,47.70835,-122.33555,1976,1.0,4,31334,0,31334,Multifamily Housing,31334.0,,,,,88.0,755132.125,False,Compliant,,5.03,False,False
19441,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,47.66112,-122.33207,2005,1.0,3,47658,0,47658,Multifamily Housing,47658.0,,,,,53.0,1190355.125,False,Compliant,,8.14,False,False
19445,NonResidential,Low-Rise Multifamily,LAKE UNION,47.64859000000001,-122.33311,2000,1.0,3,93079,36093,56986,Multifamily Housing,91064.0,,,,,32.0,2090011.625,False,Compliant,,25.6,True,False
19448,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.65675,-122.38833,1962,1.0,3,24059,0,24059,Multifamily Housing,24059.0,,,,,65.0,746502.125,False,Compliant,,4.85,False,False
19451,Multifamily LR (1-4),Senior Care Community,CENTRAL,47.59505,-122.29824,1963,1.0,3,66402,0,66402,Senior Care Community,132804.0,,,,,72.0,9405139.0,False,Compliant,,343.68,True,False
19453,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,47.68993,-122.30754,1988,1.0,4,76285,0,76285,Multifamily Housing,60487.0,Parking,15798.0,,,68.0,1813368.125,False,Compliant,,12.15,False,False
19454,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,47.68984,-122.30826,1990,1.0,3,46873,0,46873,Multifamily Housing,29914.0,Parking,16959.0,,,90.0,889932.6875,False,Compliant,,6.02,False,False
19456,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,47.67723,-122.29126,1965,5.0,2,62900,0,62900,Multifamily Housing,48618.0,Parking,12417.0,,,100.0,1552051.25,False,Compliant,,65.25,True,False
19459,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,47.67602,-122.29059,1998,1.0,3,27160,3223,23937,Multifamily Housing,20148.0,Parking,3233.0,Office,3024.0,,703590.375,False,Compliant,,4.75,False,False
19461,NonResidential,Worship Facility,NORTHEAST,47.67738,-122.28996,1957,1.0,2,22220,0,22220,Worship Facility,22220.0,,,,,90.0,891251.5,False,Compliant,,31.74,True,False
19462,SPS-District K-12,K-12 School,NORTHEAST,47.69054000000001,-122.29705,1955,1.0,1,46732,0,46732,K-12 School,50956.0,,,,,87.0,2637723.5,True,Error - Correct Default Data,,89.08,True,False
19464,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,47.66963,-122.37771,2000,1.0,6,152693,65701,86992,Multifamily Housing,215698.0,Parking,65701.0,Office,6803.0,100.0,5148021.0,False,Compliant,,95.26,True,False
19466,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,47.67015,-122.36011,1959,1.0,2,26211,0,26211,Multifamily Housing,26211.0,,,,,68.0,1557494.125,False,Compliant,,62.17,True,False
19471,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,47.549,-122.31701,1914,1.0,2,28260,0,28260,Multifamily Housing,14200.0,Restaurant,7000.0,Retail Store,5427.0,,2225144.0,False,Compliant,,60.18,True,False
19472,NonResidential,Mixed Use Property,GREATER DUWAMISH,47.54437,-122.30863,1962,1.0,1,44700,0,44700,Office,23751.0,Other,14024.0,Non-Refrigerated Warehouse,10095.0,,2173092.25,False,Compliant,,30.52,True,False
19477,NonResidential,Warehouse,GREATER DUWAMISH,47.54137,-122.33051,1976,1.0,1,44100,0,44100,Non-Refrigerated Warehouse,40000.0,,,,,1.0,1692054.125,False,Compliant,,11.29,False,False
19481,NonResidential,Distribution Center,GREATER DUWAMISH,47.54113,-122.32633,1965,1.0,1,27800,0,27800,Distribution Center,27800.0,,,,,13.0,1337789.75,False,Compliant,,24.39,True,False
19484,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,47.60932,-122.33388,1910,1.0,11,321945,0,321945,Multifamily Housing,112340.0,Other - Restaurant/Bar,11557.0,Bank Branch,4407.0,31.0,7175180.0,False,Compliant,,276.63,True,True
19489,NonResidential,Warehouse,GREATER DUWAMISH,47.55436,-122.33631,2001,1.0,1,46340,0,46340,Non-Refrigerated Warehouse,46340.0,,,,,3.0,2564004.0,False,Compliant,,17.87,False,False
19491,Campus,Other,GREATER DUWAMISH,47.54134000000001,-122.30529,1994,3.0,1,22800,0,22800,Manufacturing/Industrial Plant,22800.0,,,,,,2660376.75,False,Compliant,,101.5,True,False
19498,Multifamily LR (1-4),Mixed Use Property,CENTRAL,47.6019,-122.31379,2005,1.0,4,37849,14997,22852,Multifamily Housing,11980.0,Office,10872.0,Parking,5500.0,,583068.375,False,Compliant,,3.91,False,False
19501,NonResidential,Small- and Mid-Sized Office,CENTRAL,47.60191,-122.31438,1910,1.0,3,38460,0,38460,Office,38460.0,,,,,69.0,2064345.875,False,Compliant,,36.02,True,False
19506,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,47.55728,-122.38725,2003,1.0,6,86955,0,86955,Multifamily Housing,95460.0,Parking,5000.0,,,90.0,2998131.0,False,Compliant,,63.86,True,False
19509,Multifamily HR (10+),High-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.63018,-122.34261,2003,1.0,11,286408,0,286408,Multifamily Housing,194919.0,Parking,91489.0,,,78.0,6544970.0,False,Compliant,,44.01,True,False
19510,Multifamily LR (1-4),Mixed Use Property,SOUTHWEST,47.5822,-122.38542,2002,1.0,4,93114,72900,20214,Multifamily Housing,47220.0,Parking,46290.0,Retail Store,16240.0,92.0,2354759.25,False,Compliant,,38.9,True,False
19511,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.58458,-122.38677,1992,1.0,4,21888,0,21888,Multifamily Housing,21888.0,Parking,5500.0,,,,841007.875,False,Compliant,,16.11,True,False
19519,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.59696,-122.32412,2002,1.0,7,66849,0,66849,Multifamily Housing,66849.0,,,,,,1972025.25,False,Compliant,,13.23,False,False
19520,NonResidential,Worship Facility,NORTHWEST,47.68576,-122.35481,1922,1.0,2,21022,0,21022,Worship Facility,21022.0,,,,,54.0,1078904.0,False,Compliant,,43.84,True,False
19528,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.57775,-122.41425,1926,1.0,4,30240,0,30240,Multifamily Housing,25200.0,,,,,68.0,725500.875,False,Compliant,,4.74,False,False
19532,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61783,-122.35538,1991,1.0,5,59440,0,59440,Multifamily Housing,49532.0,,,,,51.0,2697683.25,False,Compliant,,53.21,True,False
19533,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.59364,-122.38392,1978,0.0,4,22445,0,22445,Multifamily Housing,20996.0,Parking,6526.0,,,,496943.9063,False,Compliant,,3.18,False,False
19534,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.58898,-122.39418,1989,1.0,4,45878,0,45878,Multifamily Housing,45878.0,,,,,27.0,1034279.313,False,Compliant,,6.72,False,False
19535,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,47.5909,-122.39207,1995,1.0,5,37824,0,37824,Multifamily Housing,37824.0,,,,,88.0,1218656.75,False,Compliant,,25.6,True,False
19536,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.58445,-122.39933,1976,1.0,4,38765,0,38765,Multifamily Housing,38765.0,,,,,92.0,1424044.5,False,Compliant,,4.58,False,False
19537,SPS-District K-12,K-12 School,SOUTHWEST,47.5773,-122.4074,1954,1.0,2,51489,0,51489,K-12 School,51489.0,,,,,93.0,2244011.75,True,Error - Correct Default Data,,70.76,True,False
19541,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.66091,-122.39778,2002,1.0,4,26815,0,26815,Multifamily Housing,20347.0,Retail Store,1439.0,Office,950.0,,925365.1875,False,Compliant,,19.01,True,False
19549,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,47.56511,-122.37268,2007,1.0,5,22529,0,22529,Multifamily Housing,22529.0,,,,,,714832.125,False,Compliant,,21.69,True,False
19550,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,47.61258,-122.32846,1991,1.0,8,148474,0,148474,Multifamily Housing,64445.0,Parking,15000.0,,,64.0,4125942.25,False,Compliant,,122.83,True,False
19559,NonResidential,Distribution Center,GREATER DUWAMISH,47.51127,-122.281,1967,1.0,1,48001,0,48001,Distribution Center,48001.0,,,,,49.0,2495909.5,False,Compliant,,86.46,True,False
19565,NonResidential,Warehouse,GREATER DUWAMISH,47.51399,-122.27946,1979,1.0,1,26380,0,26380,Non-Refrigerated Warehouse,23620.0,Office,2760.0,,,,526955.3125,False,Compliant,,3.58,True,False
19570,NonResidential,Warehouse,GREATER DUWAMISH,47.51018,-122.28192,1969,1.0,1,37351,0,37351,Non-Refrigerated Warehouse,29551.0,Office,9569.0,,,10.0,2832228.5,False,Compliant,,77.04,True,False
19572,NonResidential,Warehouse,GREATER DUWAMISH,47.51127,-122.281,1981,1.0,1,30375,0,30375,Non-Refrigerated Warehouse,30375.0,,,,,73.0,345866.6875,False,Compliant,,2.41,False,False
19576,NonResidential,Warehouse,GREATER DUWAMISH,47.51104,-122.28245,1979,1.0,1,30004,0,30004,Non-Refrigerated Warehouse,24280.0,Office,4950.0,,,,369291.5,False,Compliant,,2.57,False,False
19579,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.57144,-122.3864,1990,1.0,3,32235,10244,21991,Multifamily Housing,21991.0,Parking,10244.0,,,72.0,628358.0,False,Compliant,,4.16,False,False
19583,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,47.61598,-122.35148999999998,2004,1.0,13,120405,0,120405,Multifamily Housing,102342.0,Parking,14410.0,Office,3252.0,,3597577.25,False,Compliant,,43.2,True,False
19584,NonResidential,Other,NORTHEAST,47.68541,-122.27097,1928,1.0,3,39971,0,39971,Other,36185.0,Retail Store,3142.0,Office,644.0,,11316338.0,False,Compliant,,416.07,True,False
19590,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,47.65439,-122.35832,1988,1.0,4,23976,0,23976,Multifamily Housing,23976.0,,,,,80.0,660438.375,False,Compliant,,4.43,False,False
19596,NonResidential,Worship Facility,BALLARD,47.68164,-122.3753,1914,1.0,2,33589,0,33589,Worship Facility,33589.0,,,,,90.0,606874.5,False,Compliant,,21.93,True,False
19601,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,47.66983,-122.37826,2004,1.0,6,169149,0,169149,Multifamily Housing,140961.0,Office,7235.0,,,84.0,4702777.0,False,Compliant,,62.46,True,False
19604,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,47.67046,-122.38173,1992,1.0,5,25368,0,25368,Multifamily Housing,25368.0,,,,,72.0,837436.375,False,Compliant,,16.01,True,False
19613,NonResidential,Small- and Mid-Sized Office,BALLARD,47.66587,-122.38476,1979,1.0,3,43500,0,43500,Office,43495.0,,,,,46.0,3220635.25,False,Compliant,,22.65,True,False
19621,NonResidential,Small- and Mid-Sized Office,BALLARD,47.67528,-122.40836000000002,1978,1.0,2,28492,0,28492,Office,28492.0,,,,,12.0,2000228.875,False,Compliant,,37.78,True,False
19623,NonResidential,Small- and Mid-Sized Office,BALLARD,47.6744,-122.40735,1963,1.0,3,22325,0,22325,Office,18000.0,Medical Office,1800.0,Other,1000.0,,1401315.875,False,Compliant,,9.77,False,False
19624,NonResidential,Restaurant,BALLARD,47.67398,-122.40765,1977,1.0,3,22719,0,22719,Restaurant,22719.0,Parking,0.0,,,,1358519.0,False,Compliant,,9.47,False,False
19653,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,47.61531,-122.33018,1928,1.0,14,50141,0,50141,Multifamily Housing,33608.0,,,,,82.0,3493213.5,False,Compliant,,130.28,True,False
19654,NonResidential,Laboratory,DOWNTOWN,47.61597,-122.33086000000002,1946,1.0,2,44588,22000,22588,Laboratory,69000.0,,,,,,7251589.0,False,Compliant,,50.55,False,False
19661,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61783,-122.33134,1993,1.0,6,140049,0,140049,Multifamily Housing,80670.0,Parking,26215.0,Other,20480.0,,4185857.75,False,Compliant,,113.91,True,False
19662,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,47.6157,-122.32846,1925,1.0,5,58954,0,58954,Multifamily Housing,58954.0,,,,,85.0,2921324.5,False,Compliant,,106.77,True,False
19664,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,47.61628,-122.32818,1916,1.0,5,37992,0,37992,Multifamily Housing,37992.0,,,,,98.0,1199700.5,False,Compliant,,30.41,True,False
19667,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.64036,-122.39992,2003,1.0,5,62876,0,62876,Multifamily Housing,44995.0,Parking,11095.0,Medical Office,2973.0,,967432.8125,False,Compliant,,6.74,False,False
19668,Multifamily LR (1-4),Low-Rise Multifamily,EAST,47.62637,-122.32698,2006,1.0,4,40562,0,40562,Multifamily Housing,36300.0,Retail Store,1096.0,,,,1281897.25,False,Compliant,,28.47,True,False
19669,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,47.62768,-122.32733,1910,1.0,5,40489,0,40489,Multifamily Housing,40489.0,,,,,98.0,1720256.75,False,Compliant,,66.44,True,False
19670,Multifamily LR (1-4),Low-Rise Multifamily,EAST,47.62702,-122.32696,1925,1.0,3,34800,0,34800,Multifamily Housing,28500.0,Parking,6300.0,,,55.0,956837.8125,False,Compliant,,6.1,False,False
19671,Multifamily LR (1-4),Low-Rise Multifamily,EAST,47.62721,-122.32649,1928,1.0,3,28058,0,28058,Multifamily Housing,24169.0,Parking,3889.0,,,,827996.8125,False,Compliant,,18.6,True,False
19673,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,47.61502,-122.35263,2003,1.0,13,106066,0,106066,Multifamily Housing,118802.0,Office,6245.0,,,61.0,5128380.0,True,Error - Correct Default Data,,145.35,True,False
19677,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61419,-122.34354,1925,1.0,9,86560,0,86560,Multifamily Housing,62380.0,,,,,53.0,3499305.5,False,Compliant,,29.04,True,False
19679,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,47.61498,-122.3438,1978,1.0,13,91600,12365,79235,Multifamily Housing,65706.0,Office,13529.0,,,18.0,4459113.0,False,Compliant,,29.33,False,False
19680,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61463,-122.34328,2001,1.0,6,142063,0,142063,Multifamily Housing,71127.0,Parking,21051.0,,,74.0,2938387.5,False,Compliant,,29.71,True,False
19682,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61687,-122.35376,1992,1.0,8,188717,53284,135433,Multifamily Housing,135433.0,Parking,53284.0,,,85.0,4381679.0,False,Compliant,,50.46,True,False
19685,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,47.61678,-122.35317,1924,1.0,3,33400,0,33400,Multifamily Housing,32545.0,,,,,82.0,1837333.5,False,Compliant,,69.57,True,False
19690,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61473,-122.35055,1994,1.0,7,88144,3102,85042,Multifamily Housing,88144.0,,,,,33.0,2467526.25,False,Compliant,,80.47,True,False
19694,SPS-District K-12,K-12 School,CENTRAL,47.60842,-122.30093,1925,1.0,2,37327,0,37327,K-12 School,48887.0,,,,,92.0,2179860.5,True,Error - Correct Default Data,,71.06,True,False
19695,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.62563,-122.35596,2000,1.0,3,37619,0,37619,Multifamily Housing,37619.0,,,,,62.0,1204152.25,False,Compliant,,29.84,True,False
19696,NonResidential,Retail Store,DOWNTOWN,47.59692,-122.31543,1917,1.0,2,147545,0,147545,Retail Store,147545.0,,,,,69.0,7339108.0,False,Compliant,,169.75,True,False
19697,Nonresidential COS,Other,NORTH,47.68339,-122.31947,1923,1.0,2,21462,0,21462,Other,25778.0,Office,200.0,,,,1207838.75,False,Compliant,,7.77,False,False
19699,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.64675,-122.38242,1993,1.0,3,24178,0,24178,Multifamily Housing,34476.0,,,,,81.0,791513.375,False,Compliant,,16.58,True,False
19704,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,47.58035,-122.31563,1918,1.0,3,107518,0,107518,Multifamily Housing,82283.0,Other - Services,1000.0,Office,592.0,81.0,4284962.5,False,Compliant,,132.47,True,False
19706,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,47.59429,-122.38843,1997,1.0,6,30720,0,30720,Multifamily Housing,30720.0,,,,,,894508.0,False,Compliant,,17.02,True,False
19708,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,47.61706,-122.35141000000002,1982,1.0,24,167941,0,167941,Multifamily Housing,138787.0,Parking,99952.0,Swimming Pool,0.0,100.0,2589125.5,False,Non-Compliant,Low outlier,29.25,True,False
19709,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.58998,-122.39312,1986,1.0,4,38970,0,38970,Multifamily Housing,38970.0,,,,,85.0,882641.1875,False,Compliant,,5.71,False,False
19712,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,47.67113,-122.38687,1989,1.0,5,24648,0,24648,Multifamily Housing,24648.0,,,,,90.0,603194.6875,False,Compliant,,3.99,False,False
19715,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.63854,-122.38733,1988,1.0,4,34270,0,34270,Multifamily Housing,21136.0,,,,,52.0,665705.875,False,Compliant,,4.43,False,False
19718,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.56586,-122.40854,1984,1.0,4,20837,0,20837,Multifamily Housing,20837.0,,,,,,407136.9063,False,Compliant,,2.7,False,False
19728,SPS-District K-12,K-12 School,NORTHWEST,47.68636,-122.3423,1930,1.0,2,47602,0,47602,K-12 School,46066.0,,,,,78.0,2589620.0,True,Error - Correct Default Data,,83.59,True,False
19730,NonResidential,Other,NORTHWEST,47.67713,-122.35398,1917,1.0,2,28072,0,28072,Social/Meeting Hall,23835.0,,,,,,1587238.0,False,Compliant,,63.48,True,False
19736,Multifamily LR (1-4),Low-Rise Multifamily,EAST,47.61564,-122.32592,1986,1.0,4,24864,0,24864,Multifamily Housing,24864.0,,,,,37.0,657612.1875,False,Compliant,,4.29,False,False
19740,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61453,-122.34969,1990,1.0,5,39050,0,39050,Multifamily Housing,39050.0,,,,,95.0,1038387.188,False,Compliant,,7.02,False,False
19741,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61492,-122.34957,1980,0.0,8,77800,0,77800,Multifamily Housing,46300.0,,,,,13.0,3331292.5,False,Compliant,,51.58,True,False
19742,NonResidential,Restaurant,DOWNTOWN,47.61468,-122.34925,1955,1.0,2,31020,0,31020,Restaurant,31020.0,,,,,,5231756.5,False,Compliant,,207.6,True,False
19743,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,47.61402,-122.35016,1917,1.0,2,21600,0,21600,Office,14400.0,Other - Lodging/Residential,7200.0,,,,1636649.125,False,Compliant,,29.62,True,False
19747,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,47.6158,-122.35126,1974,1.0,5,61825,13320,48505,Office,37993.0,Bank Branch,3547.0,,,59.0,4673727.5,False,Compliant,,141.2,True,False
19748,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,47.61503,-122.35378,2001,1.0,16,590869,0,590869,Multifamily Housing,409137.0,Parking,181732.0,,,93.0,15683112.0,False,Compliant,,374.56,True,False
19749,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61612,-122.35268,2001,1.0,7,145275,0,145275,Multifamily Housing,103023.0,,,,,57.0,2809752.75,False,Compliant,,18.5,False,False
19750,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,47.61683,-122.35176,1942,1.0,3,64630,0,64630,Office,64630.0,,,,,96.0,1408291.375,False,Compliant,,9.82,False,False
19752,NonResidential,Worship Facility,DOWNTOWN,47.61636,-122.35094,1948,1.0,2,20920,0,20920,Worship Facility,20920.0,,,,,15.0,1208581.375,False,Compliant,,42.19,True,False
19753,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,47.61543,-122.34967,1903,1.0,3,26640,0,26640,Multifamily Housing,20840.0,Restaurant,5800.0,,,3.0,2245282.5,False,Compliant,,63.36,True,False
19754,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61612,-122.34973,2009,1.0,7,40329,0,40329,Multifamily Housing,36514.0,Food Service,2132.0,Office,784.0,,3848387.25,False,Compliant,,138.03,True,False
19756,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,47.61532,-122.3493,1987,1.0,4,34880,0,34880,Multifamily Housing,40987.0,,,,,90.0,962912.3125,False,Compliant,,6.43,False,False
19757,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,47.6134,-122.34683,1902,1.0,4,56776,0,56776,Multifamily Housing,50841.0,,,,,99.0,1693181.75,False,Compliant,,52.25,True,False
19758,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,47.61245,-122.34836,1990,1.0,6,112676,0,112676,Multifamily Housing,77887.0,Parking,34789.0,,,84.0,3305003.5,False,Compliant,,54.59,True,False
19766,NonResidential,Worship Facility,SOUTHWEST,47.57384,-122.41182,1926,1.0,2,22128,0,22128,Worship Facility,22128.0,,,,,94.0,727772.8125,False,Compliant,,25.24,True,False
19770,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,47.5857,-122.39791,1973,1.0,4,26880,0,26880,Multifamily Housing,26880.0,,,,,13.0,1263325.75,False,Compliant,,19.83,True,False
19773,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,47.661,-122.34839,1987,1.0,4,23098,0,23098,Multifamily Housing,23098.0,,,,,89.0,528435.1875,True,Error - Correct Default Data,,3.54,False,False
19774,NonResidential,Retail Store,NORTHWEST,47.72736,-122.34579,1968,1.0,1,48139,0,48139,Retail Store,40000.0,,,,,98.0,959683.125,False,Compliant,,24.02,True,False
19776,NonResidential,Other,NORTHWEST,47.72777,-122.34503,2002,1.0,1,29924,0,29924,Other - Education,29924.0,,,,,,0.0,False,Missing Data,,0.0,False,False
19777,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHWEST,47.72841,-122.3469,1993,1.0,5,214388,0,214388,Multifamily Housing,171306.0,Parking,43082.0,,,96.0,4696469.0,False,Compliant,,31.76,False,False
19781,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,47.72925,-122.34834,1990,1.0,4,43228,0,43228,Multifamily Housing,43228.0,,,,,100.0,1052127.875,False,Compliant,,7.13,False,False
19783,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,47.62127,-122.32509,1967,1.0,5,23231,0,23231,Multifamily Housing,22047.0,,,,,93.0,603646.875,False,Compliant,,3.95,False,False
19787,NonResidential,Worship Facility,SOUTHWEST,47.56633,-122.38725,1949,1.0,2,21364,0,21364,Worship Facility,15364.0,K-12 School,6000.0,,,86.0,1110209.25,False,Compliant,,43.8,True,False
19788,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.62774,-122.34319,1999,1.0,6,208125,0,208125,Multifamily Housing,79872.0,Parking,36000.0,Retail Store,7146.0,,3534954.5,False,Compliant,,154.4,True,False
19789,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,47.61834,-122.32492,1923,1.0,6,39251,0,39251,Multifamily Housing,33720.0,,,,,83.0,1167446.75,False,Compliant,,9.58,True,False
19790,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,47.61803,-122.32482,1992,1.0,5,44715,0,44715,Multifamily Housing,44715.0,,,,,79.0,1930204.25,False,Compliant,,32.51,True,False
19792,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,47.62528,-122.36366,1990,1.0,5,21715,0,21715,Multifamily Housing,21715.0,Parking,4290.0,,,,561177.1875,False,Compliant,,6.87,True,False
19793,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,47.62406,-122.33027,1994,1.0,7,86525,23866,62659,Multifamily Housing,62659.0,Parking,23866.0,,,84.0,2436266.5,False,Compliant,,13.1,False,False
19794,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,47.62402,-122.32972,1916,1.0,3,56652,0,56652,Multifamily Housing,56652.0,,,,,98.0,1799223.75,False,Compliant,,54.53,True,False
